"","date","count"
"323",2013-08-22,64238
"324",2013-08-23,52394
"325",2013-08-24,22535
"326",2013-08-25,30677
"327",2013-08-26,72173
"328",2013-08-27,104333
"329",2013-08-28,62501
"330",2013-08-29,70632
"331",2013-08-30,68674
"332",2013-08-31,27724
"333",2013-09-01,76382
"334",2013-09-02,165949
"335",2013-09-03,95080
"336",2013-09-04,94950
"337",2013-09-05,84065
"338",2013-09-06,65843
"339",2013-09-07,41406
"340",2013-09-08,48375
"341",2013-09-09,110135
"342",2013-09-10,79109
"343",2013-09-11,90563
"344",2013-09-12,91225
"345",2013-09-13,94231
"346",2013-09-14,47899
"347",2013-09-15,34596
"348",2013-09-16,90980
"349",2013-09-17,82221
"350",2013-09-18,88153
"351",2013-09-19,90290
"352",2013-09-20,100861
"353",2013-09-21,49713
"354",2013-09-22,41212
"355",2013-09-23,187486
"356",2013-09-24,110431
"357",2013-09-25,81914
"358",2013-09-26,95548
"359",2013-09-27,116530
"360",2013-09-28,62510
"361",2013-09-29,70152
"362",2013-09-30,127194
"363",2013-10-01,94387
"364",2013-10-02,92280
"365",2013-10-03,84153
"366",2013-10-04,72541
"367",2013-10-05,50843
"368",2013-10-06,47007
"369",2013-10-07,96374
"370",2013-10-08,134164
"371",2013-10-09,108285
"372",2013-10-10,101262
"373",2013-10-11,102066
"374",2013-10-12,49620
"375",2013-10-13,67076
"376",2013-10-14,92819
"377",2013-10-15,113320
"378",2013-10-16,95612
"379",2013-10-17,102898
"380",2013-10-18,102198
"381",2013-10-19,56849
"382",2013-10-20,67821
"383",2013-10-21,114111
"384",2013-10-22,123358
"385",2013-10-23,97543
"386",2013-10-24,84588
"387",2013-10-25,88317
"388",2013-10-26,49365
"389",2013-10-27,73476
"390",2013-10-28,99825
"391",2013-10-29,113552
"392",2013-10-30,95237
"393",2013-10-31,100782
"394",2013-11-01,84424
"395",2013-11-02,41706
"396",2013-11-03,49914
"397",2013-11-04,96522
"398",2013-11-05,125282
"399",2013-11-06,127254
"400",2013-11-07,127428
"401",2013-11-08,92938
"402",2013-11-09,63314
"403",2013-11-10,97409
"404",2013-11-11,89519
"405",2013-11-12,111596
"406",2013-11-13,122955
"407",2013-11-14,130564
"408",2013-11-15,89659
"409",2013-11-16,81151
"410",2013-11-17,64568
"411",2013-11-18,130740
"412",2013-11-19,126144
"413",2013-11-20,109540
"414",2013-11-21,96079
"415",2013-11-22,100476
"416",2013-11-23,57554
"417",2013-11-24,66945
"418",2013-11-25,105044
"419",2013-11-26,106861
"420",2013-11-27,107367
"421",2013-11-28,84803
"422",2013-11-29,72994
"423",2013-11-30,61429
"424",2013-12-01,64911
"425",2013-12-02,113174
"426",2013-12-03,114374
"427",2013-12-04,169648
"428",2013-12-05,112066
"429",2013-12-06,87351
"430",2013-12-07,59148
"431",2013-12-08,56903
"432",2013-12-09,114234
"433",2013-12-10,108669
"434",2013-12-11,117880
"435",2013-12-12,80533
"436",2013-12-13,118746
"437",2013-12-14,77159
"438",2013-12-15,42229
"439",2013-12-16,92131
"440",2013-12-17,95019
"441",2013-12-18,80395
"442",2013-12-19,86403
"443",2013-12-20,84350
"444",2013-12-21,36118
"445",2013-12-22,45297
"446",2013-12-23,70285
"447",2013-12-24,33830
"448",2013-12-25,24402
"449",2013-12-26,48600
"450",2013-12-27,49444
"451",2013-12-28,49506
"452",2013-12-29,56644
"453",2013-12-30,39269
"454",2013-12-31,50223
"455",2014-01-01,28314
"456",2014-01-02,48133
"457",2014-01-03,57385
"458",2014-01-04,40532
"459",2014-01-05,41414
"460",2014-01-06,81561
"461",2014-01-07,145670
"462",2014-01-08,96703
"463",2014-01-09,233745
"464",2014-01-10,175666
"465",2014-01-11,66190
"466",2014-01-12,65061
"467",2014-01-13,105578
"468",2014-01-14,259057
"469",2014-01-15,145868
"470",2014-01-16,141891
"471",2014-01-17,73508
"472",2014-01-18,55146
"473",2014-01-19,54086
"474",2014-01-20,89751
"475",2014-01-21,109478
"476",2014-01-22,106038
"477",2014-01-23,118879
"478",2014-01-24,105638
"479",2014-01-25,58670
"480",2014-01-26,60728
"481",2014-01-27,115802
"482",2014-01-28,129358
"483",2014-01-29,116087
"484",2014-01-30,121641
"485",2014-01-31,87845
"486",2014-02-01,60209
"487",2014-02-02,70991
"488",2014-02-03,130081
"489",2014-02-04,154235
"490",2014-02-05,120014
"491",2014-02-06,129791
"492",2014-02-07,99238
"493",2014-02-08,68479
"494",2014-02-09,73674
"495",2014-02-10,111551
"496",2014-02-11,136244
"497",2014-02-12,107748
"498",2014-02-13,122318
"499",2014-02-14,257891
"500",2014-02-15,63822
"501",2014-02-16,71929
"502",2014-02-17,131575
"503",2014-02-18,123677
"504",2014-02-19,124177
"505",2014-02-20,136794
"506",2014-02-21,150757
"507",2014-02-22,84173
"508",2014-02-23,75210
"509",2014-02-24,115017
"510",2014-02-25,125325
"511",2014-02-26,161294
"512",2014-02-27,133807
"513",2014-02-28,113016
"514",2014-03-01,72887
"515",2014-03-02,74730
"516",2014-03-03,162569
"517",2014-03-04,208213
"518",2014-03-05,149318
"519",2014-03-06,142985
"520",2014-03-07,146089
"521",2014-03-08,91550
"522",2014-03-09,80408
"523",2014-03-10,199908
"524",2014-03-11,171639
"525",2014-03-12,142667
"526",2014-03-13,126801
"527",2014-03-14,113993
"528",2014-03-15,101371
"529",2014-03-16,65478
"530",2014-03-17,139251
"531",2014-03-18,144443
"532",2014-03-19,134795
"533",2014-03-20,148346
"534",2014-03-21,160349
"535",2014-03-22,88254
"536",2014-03-23,63413
"537",2014-03-24,154109
"538",2014-03-25,267558
"539",2014-03-26,150948
"540",2014-03-27,152336
"541",2014-03-28,124493
"542",2014-03-29,83035
"543",2014-03-30,127642
"544",2014-03-31,140889
"545",2014-04-01,170065
"546",2014-04-02,151298
"547",2014-04-03,126571
"548",2014-04-04,131119
"549",2014-04-05,92721
"550",2014-04-06,75990
"551",2014-04-07,170505
"552",2014-04-08,173832
"553",2014-04-09,209961
"554",2014-04-10,177982
"555",2014-04-11,174026
"556",2014-04-12,162488
"557",2014-04-13,147549
"558",2014-04-14,257088
"559",2014-04-15,236929
"560",2014-04-16,190702
"561",2014-04-17,171815
"562",2014-04-18,159642
"563",2014-04-19,125635
"564",2014-04-20,109519
"565",2014-04-21,159661
"566",2014-04-22,181161
"567",2014-04-23,186274
"568",2014-04-24,203572
"569",2014-04-25,172803
"570",2014-04-26,105500
"571",2014-04-27,185400
"572",2014-04-28,172590
"573",2014-04-29,167450
"574",2014-04-30,157870
"575",2014-05-01,130419
"576",2014-05-02,127326
"577",2014-05-03,95094
"578",2014-05-04,77100
"579",2014-05-05,160063
"580",2014-05-06,188084
"581",2014-05-07,166708
"582",2014-05-08,178473
"583",2014-05-09,158571
"584",2014-05-10,94975
"585",2014-05-11,82286
"586",2014-05-12,152526
"587",2014-05-13,176396
"588",2014-05-14,172920
"589",2014-05-15,162669
"590",2014-05-16,19061
"591",2014-05-17,24207
"592",2014-05-18,85955
"593",2014-05-19,165351
"594",2014-05-20,147871
"595",2014-05-21,103166
"596",2014-05-22,200740
"597",2014-05-23,153817
"598",2014-05-24,64545
"599",2014-05-25,83170
"600",2014-05-26,108321
"601",2014-05-27,167471
"602",2014-05-28,153513
"603",2014-05-29,168265
"604",2014-05-30,140797
"605",2014-05-31,119529
"606",2014-06-01,87190
"607",2014-06-02,174453
"608",2014-06-03,198747
"609",2014-06-04,209867
"610",2014-06-05,209861
"611",2014-06-06,164167
"612",2014-06-07,110195
"613",2014-06-08,124013
"614",2014-06-09,181728
"615",2014-06-10,178957
"616",2014-06-11,197362
"617",2014-06-12,183643
"618",2014-06-13,200273
"619",2014-06-14,124308
"620",2014-06-15,130380
"621",2014-06-16,170309
"622",2014-06-17,184769
"623",2014-06-18,200604
"624",2014-06-19,220187
"625",2014-06-20,199728
"626",2014-06-21,100300
"627",2014-06-22,117004
"628",2014-06-23,178060
"629",2014-06-24,168887
"630",2014-06-25,226994
"631",2014-06-26,223856
"632",2014-06-27,176318
"633",2014-06-28,108516
"634",2014-06-29,98670
"635",2014-06-30,211630
"636",2014-07-01,167871
"637",2014-07-02,145978
"638",2014-07-03,156735
"639",2014-07-04,121388
"640",2014-07-05,85680
"641",2014-07-06,88702
"642",2014-07-07,173305
"643",2014-07-08,225455
"644",2014-07-09,204074
"645",2014-07-10,196067
"646",2014-07-11,186799
"647",2014-07-12,128945
"648",2014-07-13,100936
"649",2014-07-14,186627
"650",2014-07-15,194915
"651",2014-07-16,181111
"652",2014-07-17,191137
"653",2014-07-18,173551
"654",2014-07-19,109991
"655",2014-07-20,103021
"656",2014-07-21,206653
"657",2014-07-22,177675
"658",2014-07-23,186140
"659",2014-07-24,150904
"660",2014-07-25,160480
"661",2014-07-26,100130
"662",2014-07-27,82237
"663",2014-07-28,142225
"664",2014-07-29,151380
"665",2014-07-30,176169
"666",2014-07-31,167655
"667",2014-08-01,238507
"668",2014-08-02,88788
"669",2014-08-03,89176
"670",2014-08-04,240695
"671",2014-08-05,311740
"672",2014-08-06,237572
"673",2014-08-07,229844
"674",2014-08-08,181458
"675",2014-08-09,150400
"676",2014-08-10,167049
"677",2014-08-11,199402
"678",2014-08-12,198975
"679",2014-08-13,191415
"680",2014-08-14,214428
"681",2014-08-15,140221
"682",2014-08-16,142873
"683",2014-08-17,141451
"684",2014-08-18,208112
"685",2014-08-19,186172
"686",2014-08-20,214282
"687",2014-08-21,172420
"688",2014-08-22,164884
"689",2014-08-23,128671
"690",2014-08-24,122569
"691",2014-08-25,187777
"692",2014-08-26,179235
"693",2014-08-27,178963
"694",2014-08-28,217476
"695",2014-08-29,172327
"696",2014-08-30,156282
"697",2014-08-31,135528
"698",2014-09-01,193427
"699",2014-09-02,201246
"700",2014-09-03,219624
"701",2014-09-04,164296
"702",2014-09-05,159516
"703",2014-09-06,151745
"704",2014-09-07,143159
"705",2014-09-08,215433
"706",2014-09-09,212208
"707",2014-09-10,216108
"708",2014-09-11,214383
"709",2014-09-12,218072
"710",2014-09-13,177954
"711",2014-09-14,154793
"712",2014-09-15,231760
"713",2014-09-16,226952
"714",2014-09-17,247043
"715",2014-09-18,202766
"716",2014-09-19,193986
"717",2014-09-20,118360
"718",2014-09-21,109397
"719",2014-09-22,49240
"720",2014-09-23,28529
"721",2014-09-24,202783
"722",2014-09-25,227928
"723",2014-09-26,184229
"724",2014-09-27,118191
"725",2014-09-28,128886
"726",2014-09-29,238966
"727",2014-09-30,245891
"728",2014-10-01,225379
"729",2014-10-02,230788
"730",2014-10-03,204156
"731",2014-10-04,120851
"732",2014-10-05,133727
"733",2014-10-06,199334
"734",2014-10-07,254937
"735",2014-10-08,269485
"736",2014-10-09,261648
"737",2014-10-10,212873
"738",2014-10-11,135602
"739",2014-10-12,142894
"740",2014-10-13,241548
"741",2014-10-14,247588
"742",2014-10-15,217477
"743",2014-10-16,241095
"744",2014-10-17,219634
"745",2014-10-18,174604
"746",2014-10-19,148121
"747",2014-10-20,235418
"748",2014-10-21,274550
"749",2014-10-22,308840
"750",2014-10-23,219635
"751",2014-10-24,230757
"752",2014-10-25,169231
"753",2014-10-26,138603
"754",2014-10-27,220410
"755",2014-10-28,211953
"756",2014-10-29,224093
"757",2014-10-30,234189
"758",2014-10-31,184948
"759",2014-11-01,200630
"760",2014-11-02,161453
"761",2014-11-03,275164
"762",2014-11-04,258593
"763",2014-11-05,301027
"764",2014-11-06,334350
"765",2014-11-07,234383
"766",2014-11-08,164842
"767",2014-11-09,166282
"768",2014-11-10,250810
"769",2014-11-11,248454
"770",2014-11-12,324168
"771",2014-11-13,332795
"772",2014-11-14,227554
"773",2014-11-15,161648
"774",2014-11-16,162422
"775",2014-11-17,3136096
"776",2014-11-18,536430
"777",2014-11-19,221424
"778",2014-11-20,174589
"779",2014-11-21,182343
"780",2014-11-22,154189
"781",2014-11-23,165760
"782",2014-11-24,258791
"783",2014-11-25,257606
"784",2014-11-26,238711
"785",2014-11-27,204324
"786",2014-11-28,190223
"787",2014-11-29,160263
"788",2014-11-30,133195
"789",2014-12-01,264991
"790",2014-12-02,288841
"791",2014-12-03,297070
"792",2014-12-04,258841
"793",2014-12-05,221510
"794",2014-12-06,175962
"795",2014-12-07,170543
"796",2014-12-08,245492
"797",2014-12-09,261785
"798",2014-12-10,267653
"799",2014-12-11,239449
"800",2014-12-12,224018
"801",2014-12-13,184076
"802",2014-12-14,156088
"803",2014-12-15,211594
"804",2014-12-16,228122
"805",2014-12-17,227947
"806",2014-12-18,214071
"807",2014-12-19,201406
"808",2014-12-20,173481
"809",2014-12-21,128746
"810",2014-12-22,171419
"811",2014-12-23,143499
"812",2014-12-24,139203
"813",2014-12-25,103383
"814",2014-12-26,109735
"815",2014-12-27,159311
"816",2014-12-28,109704
"817",2014-12-29,154320
"818",2014-12-30,138501
"819",2014-12-31,114020
"820",2015-01-01,62324
"821",2015-01-02,143301
"822",2015-01-03,127092
"823",2015-01-04,130334
"824",2015-01-05,219073
"825",2015-01-06,235962
"826",2015-01-07,240967
"827",2015-01-08,265741
"828",2015-01-09,217067
"829",2015-01-10,152375
"830",2015-01-11,160479
"831",2015-01-12,264987
"832",2015-01-13,270174
"833",2015-01-14,346408
"834",2015-01-15,276569
"835",2015-01-16,575028
"836",2015-01-17,201818
"837",2015-01-18,254936
"838",2015-01-19,301527
"839",2015-01-20,301389
"840",2015-01-21,326460
"841",2015-01-22,295080
"842",2015-01-23,253986
"843",2015-01-24,199809
"844",2015-01-25,176268
"845",2015-01-26,294427
"846",2015-01-27,323141
"847",2015-01-28,321485
"848",2015-01-29,299421
"849",2015-01-30,283428
"850",2015-01-31,173966
"851",2015-02-01,165195
"852",2015-02-02,327405
"853",2015-02-03,316939
"854",2015-02-04,331008
"855",2015-02-05,332047
"856",2015-02-06,292996
"857",2015-02-07,181671
"858",2015-02-08,179049
"859",2015-02-09,310992
"860",2015-02-10,297447
"861",2015-02-11,299797
"862",2015-02-12,276650
"863",2015-02-13,263437
"864",2015-02-14,155824
"865",2015-02-15,159011
"866",2015-02-16,265059
"867",2015-02-17,302746
"868",2015-02-18,332511
"869",2015-02-19,337161
"870",2015-02-20,261482
"871",2015-02-21,196860
"872",2015-02-22,200460
"873",2015-02-23,321280
"874",2015-02-24,357946
"875",2015-02-25,363959
"876",2015-02-26,426655
"877",2015-02-27,290674
"878",2015-02-28,192612
"879",2015-03-01,205135
"880",2015-03-02,324429
"881",2015-03-03,390541
"882",2015-03-04,367826
"883",2015-03-05,299499
"884",2015-03-06,289606
"885",2015-03-07,220802
"886",2015-03-08,191514
"887",2015-03-09,424308
"888",2015-03-10,479895
"889",2015-03-11,358512
"890",2015-03-12,429236
"891",2015-03-13,370666
"892",2015-03-14,230702
"893",2015-03-15,204107
"894",2015-03-16,327364
"895",2015-03-17,368760
"896",2015-03-18,371888
"897",2015-03-19,325466
"898",2015-03-20,301489
"899",2015-03-21,242707
"900",2015-03-22,253142
"901",2015-03-23,334698
"902",2015-03-24,333755
"903",2015-03-25,442022
"904",2015-03-26,330370
"905",2015-03-27,292922
"906",2015-03-28,214830
"907",2015-03-29,220653
"908",2015-03-30,348934
"909",2015-03-31,442082
"910",2015-04-01,502735
"911",2015-04-02,352663
"912",2015-04-03,257902
"913",2015-04-04,208812
"914",2015-04-05,207179
"915",2015-04-06,287571
"916",2015-04-07,391999
"917",2015-04-08,401090
"918",2015-04-09,425238
"919",2015-04-10,339459
"920",2015-04-11,287019
"921",2015-04-12,264399
"922",2015-04-13,405587
"923",2015-04-14,399620
"924",2015-04-15,423810
"925",2015-04-16,364533
"926",2015-04-17,350248
"927",2015-04-18,381068
"928",2015-04-19,320951
"929",2015-04-20,590514
"930",2015-04-21,537559
"931",2015-04-22,461103
"932",2015-04-23,463602
"933",2015-04-24,444393
"934",2015-04-25,319967
"935",2015-04-26,261541
"936",2015-04-27,420828
"937",2015-04-28,391824
"938",2015-04-29,385941
"939",2015-04-30,425306
"940",2015-05-01,277160
"941",2015-05-02,211458
"942",2015-05-03,253502
"943",2015-05-04,389516
"944",2015-05-05,418476
"945",2015-05-06,395385
"946",2015-05-07,443298
"947",2015-05-08,375280
"948",2015-05-09,275604
"949",2015-05-10,266569
"950",2015-05-11,456720
"951",2015-05-12,447018
"952",2015-05-13,430855
"953",2015-05-14,398892
"954",2015-05-15,419288
"955",2015-05-16,271124
"956",2015-05-17,234323
"957",2015-05-18,385655
"958",2015-05-19,422488
"959",2015-05-20,418000
"960",2015-05-21,400927
"961",2015-05-22,300865
"962",2015-05-23,295082
"963",2015-05-24,206168
"964",2015-05-25,278943
"965",2015-05-26,375681
"966",2015-05-27,355614
"967",2015-05-28,357355
"968",2015-05-29,296825
"969",2015-05-30,239830
"970",2015-05-31,213778
"971",2015-06-01,369697
"972",2015-06-02,367222
"973",2015-06-03,373301
"974",2015-06-04,362989
"975",2015-06-05,339187
"976",2015-06-06,255870
"977",2015-06-07,253645
"978",2015-06-08,435197
"979",2015-06-09,392005
"980",2015-06-10,474001
"981",2015-06-11,427405
"982",2015-06-12,376936
"983",2015-06-13,294443
"984",2015-06-14,252347
"985",2015-06-15,428168
"986",2015-06-16,400818
"987",2015-06-17,442616
"988",2015-06-18,368173
"989",2015-06-19,437604
"990",2015-06-20,275259
"991",2015-06-21,231687
"992",2015-06-22,389647
"993",2015-06-23,499038
"994",2015-06-24,429712
"995",2015-06-25,430127
"996",2015-06-26,344442
"997",2015-06-27,256748
"998",2015-06-28,251791
"999",2015-06-29,450885
"1000",2015-06-30,435949
"1001",2015-07-01,433301
"1002",2015-07-02,402954
"1003",2015-07-03,293601
"1004",2015-07-04,238189
"1005",2015-07-05,241832
"1006",2015-07-06,477485
"1007",2015-07-07,523235
"1008",2015-07-08,421281
"1009",2015-07-09,416058
"1010",2015-07-10,361030
"1011",2015-07-11,203331
"1012",2015-07-12,190392
"1013",2015-07-13,323891
"1014",2015-07-14,361038
"1015",2015-07-15,394198
"1016",2015-07-16,365691
"1017",2015-07-17,318079
"1018",2015-07-18,242693
"1019",2015-07-19,229277
"1020",2015-07-20,393883
"1021",2015-07-21,377063
"1022",2015-07-22,342425
"1023",2015-07-23,346116
"1024",2015-07-24,383373
"1025",2015-07-25,274520
"1026",2015-07-26,231927
"1027",2015-07-27,352580
"1028",2015-07-28,354130
"1029",2015-07-29,346970
"1030",2015-07-30,379543
"1031",2015-07-31,305513
"1032",2015-08-01,220572
"1033",2015-08-02,154147
"1034",2015-08-03,350770
"1035",2015-08-04,615812
"1036",2015-08-05,390272
"1037",2015-08-06,382593
"1038",2015-08-07,334177
"1039",2015-08-08,324069
"1040",2015-08-09,208779
"1041",2015-08-10,368325
"1042",2015-08-11,367388
"1043",2015-08-12,421128
"1044",2015-08-13,336571
"1045",2015-08-14,320819
"1046",2015-08-15,258970
"1047",2015-08-16,256436
"1048",2015-08-17,398260
"1049",2015-08-18,442668
"1050",2015-08-19,419257
"1051",2015-08-20,397922
"1052",2015-08-21,348412
"1053",2015-08-22,351265
"1054",2015-08-23,245816
"1055",2015-08-24,435893
"1056",2015-08-25,1015625
"1057",2015-08-26,717049
"1058",2015-08-27,439379
"1059",2015-08-28,351638
"1060",2015-08-29,260996
"1061",2015-08-30,242263
"1062",2015-08-31,445972
"1063",2015-09-01,567202
"1064",2015-09-02,537726
"1065",2015-09-03,518263
"1066",2015-09-04,491333
"1067",2015-09-05,263511
"1068",2015-09-06,338278
"1069",2015-09-07,494112
"1070",2015-09-08,546249
"1071",2015-09-09,582717
"1072",2015-09-10,562729
"1073",2015-09-11,474663
"1074",2015-09-12,329373
"1075",2015-09-13,284108
"1076",2015-09-14,572636
"1077",2015-09-15,539014
"1078",2015-09-16,534373
"1079",2015-09-17,498504
"1080",2015-09-18,538187
"1081",2015-09-19,306864
"1082",2015-09-20,309012
"1083",2015-09-21,527209
"1084",2015-09-22,509486
"1085",2015-09-23,545769
"1086",2015-09-24,489359
"1087",2015-09-25,515755
"1088",2015-09-26,301882
"1089",2015-09-27,240549
"1090",2015-09-28,472510
"1091",2015-09-29,545160
"1092",2015-09-30,488868
"1093",2015-10-01,505521
"1094",2015-10-02,503633
"1095",2015-10-03,304997
"1096",2015-10-04,299736
"1097",2015-10-05,631057
"1098",2015-10-06,543086
"1099",2015-10-07,617593
"1100",2015-10-08,594416
"1101",2015-10-09,479618
"1102",2015-10-10,302112
"1103",2015-10-11,347326
"1104",2015-10-12,572643
"1105",2015-10-13,622661
"1106",2015-10-14,590101
"1107",2015-10-15,623460
"1108",2015-10-16,561027
"1109",2015-10-17,336533
"1110",2015-10-18,342762
"1111",2015-10-19,590127
"1112",2015-10-20,579928
"1113",2015-10-21,560266
"1114",2015-10-22,538841
"1115",2015-10-23,485298
"1116",2015-10-24,301885
"1117",2015-10-25,338243
"1118",2015-10-26,554352
"1119",2015-10-27,566077
"1120",2015-10-28,539404
"1121",2015-10-29,530879
"1122",2015-10-30,525490
"1123",2015-10-31,279642
"1124",2015-11-01,304244
"1125",2015-11-02,606692
"1126",2015-11-03,650535
"1127",2015-11-04,580111
"1128",2015-11-05,575223
"1129",2015-11-06,528868
"1130",2015-11-07,423297
"1131",2015-11-08,251660
"1132",2015-11-09,578893
"1133",2015-11-10,652743
"1134",2015-11-11,613441
"1135",2015-11-12,696530
"1136",2015-11-13,506089
"1137",2015-11-14,375148
"1138",2015-11-15,276375
"1139",2015-11-16,537598
"1140",2015-11-17,582052
"1141",2015-11-18,626181
"1142",2015-11-19,651228
"1143",2015-11-20,512243
"1144",2015-11-21,443700
"1145",2015-11-22,375737
"1146",2015-11-23,598842
"1147",2015-11-24,749059
"1148",2015-11-25,872277
"1149",2015-11-26,882950
"1150",2015-11-27,651621
"1151",2015-11-28,543322
"1152",2015-11-29,648761
"1153",2015-11-30,699306
"1154",2015-12-01,655976
"1155",2015-12-02,560133
"1156",2015-12-03,544426
"1157",2015-12-04,557194
"1158",2015-12-05,381751
"1159",2015-12-06,302775
"1160",2015-12-07,535698
"1161",2015-12-08,629947
"1162",2015-12-09,530199
"1163",2015-12-10,595317
"1164",2015-12-11,716194
"1165",2015-12-12,421969
"1166",2015-12-13,328637
"1167",2015-12-14,531592
"1168",2015-12-15,637174
"1169",2015-12-16,786099
"1170",2015-12-17,712431
"1171",2015-12-18,668760
"1172",2015-12-19,504207
"1173",2015-12-20,522464
"1174",2015-12-21,691342
"1175",2015-12-22,481241
"1176",2015-12-23,384367
"1177",2015-12-24,263712
"1178",2015-12-25,181759
"1179",2015-12-26,203819
"1180",2015-12-27,209037
"1181",2015-12-28,351825
"1182",2015-12-29,361992
"1183",2015-12-30,315079
"1184",2015-12-31,200501
"1185",2016-01-01,207474
"1186",2016-01-02,220584
"1187",2016-01-03,197271
"1188",2016-01-04,474504
"1189",2016-01-05,493001
"1190",2016-01-06,560215
"1191",2016-01-07,539519
"1192",2016-01-08,491175
"1193",2016-01-09,281604
"1194",2016-01-10,276822
"1195",2016-01-11,501385
"1196",2016-01-12,611930
"1197",2016-01-13,586316
"1198",2016-01-14,574196
"1199",2016-01-15,497367
"1200",2016-01-16,369781
"1201",2016-01-17,277310
"1202",2016-01-18,541899
"1203",2016-01-19,704588
"1204",2016-01-20,680833
"1205",2016-01-21,657929
"1206",2016-01-22,564676
"1207",2016-01-23,334321
"1208",2016-01-24,336845
"1209",2016-01-25,672142
"1210",2016-01-26,610361
"1211",2016-01-27,802742
"1212",2016-01-28,682447
"1213",2016-01-29,576221
"1214",2016-01-30,303019
"1215",2016-01-31,318309
"1216",2016-02-01,586380
"1217",2016-02-02,611382
"1218",2016-02-03,618098
"1219",2016-02-04,619982
"1220",2016-02-05,575734
"1221",2016-02-06,316515
"1222",2016-02-07,270090
"1223",2016-02-08,600214
"1224",2016-02-09,621825
"1225",2016-02-10,612289
"1226",2016-02-11,612359
"1227",2016-02-12,560577
"1228",2016-02-13,298729
"1229",2016-02-14,319459
"1230",2016-02-15,659327
"1231",2016-02-16,728900
"1232",2016-02-17,1020050
"1233",2016-02-18,859768
"1234",2016-02-19,622309
"1235",2016-02-20,332946
"1236",2016-02-21,350470
"1237",2016-02-22,648375
"1238",2016-02-23,649793
"1239",2016-02-24,632688
"1240",2016-02-25,679917
"1241",2016-02-26,606821
"1242",2016-02-27,341126
"1243",2016-02-28,346909
"1244",2016-02-29,610580
"1245",2016-03-01,706529
"1246",2016-03-02,846791
"1247",2016-03-03,715860
"1248",2016-03-04,642986
"1249",2016-03-05,334295
"1250",2016-03-06,331440
"1251",2016-03-07,592899
"1252",2016-03-08,630588
"1253",2016-03-09,600847
"1254",2016-03-10,619238
"1255",2016-03-11,558816
"1256",2016-03-12,320994
"1257",2016-03-13,291864
"1258",2016-03-14,552261
"1259",2016-03-15,601338
"1260",2016-03-16,581805
"1261",2016-03-17,579763
"1262",2016-03-18,563742
"1263",2016-03-19,334284
"1264",2016-03-20,311205
"1265",2016-03-21,564397
"1266",2016-03-22,602429
"1267",2016-03-23,543594
"1268",2016-03-24,476540
"1269",2016-03-25,353648
"1270",2016-03-26,257852
"1271",2016-03-27,287197
"1272",2016-03-28,469201
"1273",2016-03-29,580585
"1274",2016-03-30,656367
"1275",2016-03-31,601127
"1276",2016-04-01,539464
"1277",2016-04-02,307276
"1278",2016-04-03,293286
"1279",2016-04-04,525255
"1280",2016-04-05,608913
"1281",2016-04-06,609408
"1282",2016-04-07,609535
"1283",2016-04-08,530435
"1284",2016-04-09,314324
"1285",2016-04-10,329048
"1286",2016-04-11,616713
"1287",2016-04-12,662640
"1288",2016-04-13,592380
"1289",2016-04-14,614083
"1290",2016-04-15,495830
"1291",2016-04-16,296836
"1292",2016-04-17,323144
"1293",2016-04-18,601563
"1294",2016-04-19,596730
"1295",2016-04-20,616348
"1296",2016-04-21,611291
"1297",2016-04-22,512870
"1298",2016-04-23,336107
"1299",2016-04-24,301040
"1300",2016-04-25,584492
"1301",2016-04-26,657353
"1302",2016-04-27,621245
"1303",2016-04-28,563541
"1304",2016-04-29,484838
"1305",2016-04-30,278685
"1306",2016-05-01,292464
"1307",2016-05-02,544570
"1308",2016-05-03,624621
"1309",2016-05-04,709702
"1310",2016-05-05,648524
"1311",2016-05-06,561783
"1312",2016-05-07,345369
"1313",2016-05-08,319911
"1314",2016-05-09,707551
"1315",2016-05-10,772421
"1316",2016-05-11,722454
"1317",2016-05-12,740222
"1318",2016-05-13,634540
"1319",2016-05-14,382277
"1320",2016-05-15,381552
"1321",2016-05-16,676114
"1322",2016-05-17,711170
"1323",2016-05-18,730082
"1324",2016-05-19,713351
"1325",2016-05-20,635163
"1326",2016-05-21,371077
"1327",2016-05-22,373515
"1328",2016-05-23,674914
"1329",2016-05-24,726779
"1330",2016-05-25,750842
"1331",2016-05-26,712846
"1332",2016-05-27,622715
"1333",2016-05-28,360315
"1334",2016-05-29,349871
"1335",2016-05-30,633968
"1336",2016-05-31,705071
"1337",2016-06-01,697287
"1338",2016-06-02,711647
"1339",2016-06-03,670050
"1340",2016-06-04,359138
"1341",2016-06-05,352299
"1342",2016-06-06,619272
"1343",2016-06-07,736662
"1344",2016-06-08,687934
"1345",2016-06-09,645074
"1346",2016-06-10,578687
"1347",2016-06-11,287803
"1348",2016-06-12,310140
"1349",2016-06-13,667205
"1350",2016-06-14,657762
"1351",2016-06-15,642855
"1352",2016-06-16,605530
"1353",2016-06-17,597733
"1354",2016-06-18,292044
"1355",2016-06-19,308316
"1356",2016-06-20,613572
"1357",2016-06-21,646851
"1358",2016-06-22,710209
"1359",2016-06-23,745711
"1360",2016-06-24,562728
"1361",2016-06-25,342220
"1362",2016-06-26,337341
"1363",2016-06-27,646755
"1364",2016-06-28,692473
"1365",2016-06-29,640921
"1366",2016-06-30,598119
"1367",2016-07-01,533529
"1368",2016-07-02,277906
"1369",2016-07-03,299780
